,air_temperature,date,humidity,meeting_key,pressure,rainfall,session_key,track_temperature,wind_direction,wind_speed
401,18.0,2024-06-09 18:31:12.719000+00:00,71.0,1237,996.2,0,9531,26.7,94,1.1
402,18.0,2024-06-09 18:32:12.747000+00:00,72.0,1237,996.2,0,9531,26.6,84,1.6
403,18.1,2024-06-09 18:33:12.711000+00:00,71.0,1237,996.3,0,9531,26.7,358,0.9
404,18.2,2024-06-09 18:34:12.709000+00:00,72.0,1237,996.3,0,9531,27.0,284,0.7
405,18.2,2024-06-09 18:35:12.718000+00:00,71.0,1237,996.2,0,9531,27.0,169,0.9
406,18.2,2024-06-09 18:36:12.720000+00:00,72.0,1237,996.2,0,9531,26.9,187,0.6
407,18.3,2024-06-09 18:37:12.720000+00:00,71.0,1237,996.3,0,9531,27.3,212,1.2
408,18.3,2024-06-09 18:38:12.730000+00:00,71.0,1237,996.2,0,9531,27.3,358,1.2
409,18.4,2024-06-09 18:39:12.762000+00:00,71.0,1237,996.2,0,9531,27.2,34,0.8
410,18.4,2024-06-09 18:40:12.760000+00:00,71.0,1237,996.2,0,9531,26.1,35,1.1
411,18.5,2024-06-09 18:41:12.761000+00:00,70.0,1237,996.3,0,9531,25.2,47,1.0
412,18.3,2024-06-09 18:42:12.775000+00:00,71.0,1237,996.3,0,9531,24.5,337,1.1
413,18.2,2024-06-09 18:43:12.760000+00:00,71.0,1237,996.3,0,9531,24.4,0,0.7
414,18.2,2024-06-09 18:44:12.765000+00:00,71.0,1237,996.2,0,9531,24.3,42,0.7
415,18.2,2024-06-09 18:45:12.773000+00:00,72.0,1237,996.3,0,9531,23.8,101,0.0
416,18.1,2024-06-09 18:46:12.763000+00:00,72.0,1237,996.2,0,9531,23.7,94,0.6
417,18.0,2024-06-09 18:47:12.783000+00:00,71.0,1237,996.3,1,9531,23.4,147,0.8
418,18.0,2024-06-09 18:48:12.794000+00:00,70.0,1237,996.2,1,9531,22.8,195,1.8
419,18.0,2024-06-09 18:49:12.790000+00:00,74.0,1237,996.2,1,9531,22.8,69,0.9
420,18.0,2024-06-09 18:50:12.806000+00:00,72.0,1237,996.2,0,9531,22.8,134,1.1
421,17.9,2024-06-09 18:51:12.790000+00:00,72.0,1237,996.3,1,9531,22.5,54,0.7
422,17.7,2024-06-09 18:52:12.788000+00:00,73.0,1237,996.2,1,9531,22.4,93,0.5
423,17.7,2024-06-09 18:53:12.794000+00:00,73.0,1237,996.3,1,9531,22.3,276,0.8
424,17.6,2024-06-09 18:54:12.795000+00:00,74.0,1237,996.2,1,9531,22.0,166,1.1
425,17.5,2024-06-09 18:55:12.813000+00:00,75.0,1237,996.2,1,9531,21.7,278,0.5
426,17.4,2024-06-09 18:56:12.818000+00:00,76.0,1237,996.1,1,9531,21.5,148,0.7
427,17.4,2024-06-09 18:57:12.819000+00:00,76.0,1237,996.2,1,9531,21.5,12,0.8
428,17.3,2024-06-09 18:58:12.820000+00:00,77.0,1237,996.2,1,9531,21.5,144,1.0
429,17.2,2024-06-09 18:59:12.817000+00:00,76.0,1237,996.2,1,9531,21.3,39,0.8
430,17.1,2024-06-09 19:00:12.841000+00:00,76.0,1237,996.1,0,9531,21.2,185,0.4
431,17.0,2024-06-09 19:01:12.845000+00:00,75.0,1237,996.2,0,9531,21.3,200,1.5
432,17.0,2024-06-09 19:02:12.849000+00:00,76.0,1237,996.1,0,9531,21.3,0,0.8
433,17.1,2024-06-09 19:03:12.864000+00:00,76.0,1237,996.2,0,9531,21.2,0,0.7
434,17.1,2024-06-09 19:04:12.866000+00:00,76.0,1237,996.1,0,9531,21.2,207,1.5
435,17.1,2024-06-09 19:05:12.857000+00:00,76.0,1237,996.1,0,9531,21.2,119,1.2
436,17.2,2024-06-09 19:06:12.859000+00:00,76.0,1237,996.0,0,9531,21.3,51,0.8
437,17.2,2024-06-09 19:07:12.867000+00:00,77.0,1237,996.1,0,9531,22.3,16,0.6
438,17.3,2024-06-09 19:08:12.869000+00:00,75.0,1237,996.1,0,9531,22.9,43,1.2
439,17.5,2024-06-09 19:09:12.853000+00:00,77.0,1237,996.1,0,9531,23.9,342,0.5
440,17.7,2024-06-09 19:10:12.859000+00:00,77.0,1237,996.1,0,9531,24.9,187,0.8
441,17.9,2024-06-09 19:11:12.868000+00:00,75.0,1237,996.1,0,9531,25.7,237,0.5
442,18.2,2024-06-09 19:12:12.860000+00:00,76.0,1237,996.1,0,9531,25.9,52,0.6
443,18.4,2024-06-09 19:13:12.864000+00:00,74.0,1237,996.2,0,9531,26.1,4,0.8
444,18.5,2024-06-09 19:14:12.874000+00:00,77.0,1237,996.2,0,9531,26.3,201,0.7
445,18.5,2024-06-09 19:15:12.881000+00:00,75.0,1237,996.1,0,9531,26.9,338,1.2
446,18.7,2024-06-09 19:16:12.903000+00:00,73.0,1237,996.1,0,9531,27.0,274,0.9
447,18.7,2024-06-09 19:17:12.914000+00:00,73.0,1237,996.1,0,9531,26.7,222,0.7
448,18.9,2024-06-09 19:18:12.914000+00:00,74.0,1237,996.2,0,9531,26.4,0,1.8
449,18.9,2024-06-09 19:19:12.923000+00:00,74.0,1237,996.1,0,9531,26.4,169,0.8
450,18.8,2024-06-09 19:20:12.926000+00:00,76.0,1237,996.1,0,9531,27.0,170,0.5
451,18.9,2024-06-09 19:21:12.956000+00:00,74.0,1237,996.1,0,9531,27.0,235,0.9
452,18.9,2024-06-09 19:22:12.961000+00:00,74.0,1237,996.2,0,9531,27.0,170,1.6
453,19.0,2024-06-09 19:23:12.970000+00:00,72.0,1237,996.1,0,9531,26.9,172,1.1
454,19.0,2024-06-09 19:24:12.960000+00:00,72.0,1237,996.1,0,9531,27.1,327,1.6
455,18.9,2024-06-09 19:25:12.957000+00:00,72.0,1237,996.1,0,9531,27.0,225,1.1
456,18.9,2024-06-09 19:26:12.966000+00:00,70.0,1237,996.1,0,9531,27.0,190,1.0
457,19.0,2024-06-09 19:27:12.974000+00:00,69.0,1237,996.0,0,9531,26.8,237,2.0
458,18.8,2024-06-09 19:28:12.961000+00:00,71.0,1237,996.1,0,9531,26.9,97,1.3
459,18.7,2024-06-09 19:29:12.987000+00:00,73.0,1237,996.1,0,9531,26.9,190,0.4
460,18.7,2024-06-09 19:30:13.016000+00:00,71.0,1237,996.1,0,9531,26.9,184,0.6
461,18.7,2024-06-09 19:31:12.997000+00:00,69.0,1237,996.1,0,9531,26.9,326,1.6
462,18.8,2024-06-09 19:32:13.007000+00:00,70.0,1237,996.1,0,9531,26.1,223,1.4
463,18.8,2024-06-09 19:33:13.005000+00:00,71.0,1237,996.1,0,9531,26.0,223,2.1
464,18.8,2024-06-09 19:34:13.009000+00:00,72.0,1237,996.2,0,9531,25.8,277,1.5
465,18.8,2024-06-09 19:35:13.011000+00:00,71.0,1237,996.1,0,9531,25.7,198,1.9
466,18.8,2024-06-09 19:36:13.008000+00:00,72.0,1237,996.2,0,9531,26.1,207,1.9
467,18.9,2024-06-09 19:37:12.997000+00:00,72.0,1237,996.3,0,9531,26.9,232,1.1
468,19.0,2024-06-09 19:38:13.006000+00:00,72.0,1237,996.2,0,9531,26.9,204,1.3
469,19.1,2024-06-09 19:39:13.018000+00:00,70.0,1237,996.2,0,9531,26.8,201,2.4
470,19.1,2024-06-09 19:40:13.008000+00:00,70.0,1237,996.2,0,9531,26.7,224,2.8
471,19.0,2024-06-09 19:41:13.018000+00:00,70.0,1237,996.1,0,9531,27.7,193,2.5
472,18.9,2024-06-09 19:42:13.009000+00:00,70.0,1237,996.2,0,9531,27.8,192,1.7
473,18.7,2024-06-09 19:43:13.014000+00:00,68.0,1237,996.1,0,9531,28.0,214,3.1
474,18.6,2024-06-09 19:44:13.014000+00:00,68.0,1237,996.2,0,9531,28.0,175,2.6
475,18.6,2024-06-09 19:45:13.019000+00:00,68.0,1237,996.1,0,9531,28.2,160,2.2
476,18.5,2024-06-09 19:46:13.001000+00:00,69.0,1237,996.1,0,9531,28.5,120,1.8
477,18.5,2024-06-09 19:47:13.039000+00:00,69.0,1237,996.1,0,9531,27.8,241,1.1
478,18.4,2024-06-09 19:48:13.031000+00:00,69.0,1237,996.0,0,9531,27.0,168,2.1
479,18.3,2024-06-09 19:49:13.006000+00:00,68.0,1237,996.1,0,9531,26.5,222,1.3
480,18.2,2024-06-09 19:50:12.999000+00:00,69.0,1237,996.0,0,9531,26.3,196,1.6
481,18.0,2024-06-09 19:51:13.019000+00:00,69.0,1237,996.0,0,9531,26.3,223,2.4
